Wall time,Step,Value
1713169826.1021929,511,0.23800000548362732
1713169937.165114,1023,0.2644999921321869
1713170049.8797243,1535,0.43709999322891235
1713170160.7754068,2047,0.6241999864578247
1713170271.2570038,2559,0.708899974822998
1713170383.06849,3071,0.7455000281333923
1713170493.637428,3583,0.7645999789237976
1713170603.8358037,4095,0.7784000039100647
1713170714.3674173,4607,0.7857999801635742
1713170824.7840018,5119,0.7943999767303467
1713170936.1678174,5631,0.8001000285148621
1713171047.792409,6143,0.8034999966621399
1713171158.2710097,6655,0.8073999881744385
1713171268.5452478,7167,0.8119999766349792
1713171379.1161094,7679,0.8144999742507935
1713171489.961461,8191,0.815500020980835
1713171618.031547,8703,0.817799985408783
1713171729.1376343,9215,0.8237000107765198
1713171842.2247605,9727,0.8260999917984009
1713171957.926993,10239,0.82669997215271
1713172075.1846507,10751,0.8287000060081482
1713172186.5415833,11263,0.8288999795913696
1713172297.6652462,11775,0.8299999833106995
1713172408.3294806,12287,0.8299999833106995
1713172519.0368621,12799,0.8312000036239624
1713172629.9488435,13311,0.8331000208854675
1713172740.7754588,13823,0.8342999815940857
1713172851.4902365,14335,0.8363999724388123
1713172962.377906,14847,0.8385999798774719
1713173073.1943355,15359,0.8411999940872192
1713173184.1200075,15871,0.8411999940872192
1713173294.6953006,16383,0.8428000211715698
1713173408.9657564,16895,0.8445000052452087
1713173520.074662,17407,0.8450999855995178
1713173631.1625524,17919,0.8450999855995178
1713173741.7421532,18431,0.8450999855995178
1713173852.6848278,18943,0.84579998254776
1713173963.4985442,19455,0.84579998254776
1713174074.253013,19967,0.84579998254776
1713174184.7659118,20479,0.8476999998092651
1713174295.5745595,20991,0.8492000102996826
1713174406.5490263,21503,0.8496999740600586
1713174517.230026,22015,0.8496999740600586
1713174628.1109688,22527,0.8529999852180481
1713174739.234797,23039,0.8535000085830688
1713174849.6676595,23551,0.8535000085830688
1713174960.4221215,24063,0.8551999926567078
1713175071.3002841,24575,0.8551999926567078
1713175181.8156216,25087,0.8551999926567078
1713175292.293291,25599,0.8568000197410583
1713175403.7074997,26111,0.8568000197410583
1713175515.9500737,26623,0.8568000197410583
1713175627.643902,27135,0.8589000105857849
1713175745.6193547,27647,0.8589000105857849
1713175864.6506774,28159,0.8589000105857849
1713175984.6868818,28671,0.8589000105857849
1713176104.0164874,29183,0.8593999743461609
1713176223.3332732,29695,0.8596000075340271
1713176342.4154978,30207,0.8607000112533569
1713176461.4284189,30719,0.8615000247955322
1713176580.8225093,31231,0.8615000247955322
1713176700.2288177,31743,0.8637999892234802
1713176819.15248,32255,0.8637999892234802
1713176938.4719563,32767,0.8637999892234802
1713177057.557788,33279,0.8637999892234802
1713177176.8717046,33791,0.8654999732971191
1713177295.8688865,34303,0.8654999732971191
1713177415.2012637,34815,0.8658000230789185
1713177534.2164962,35327,0.8671000003814697
1713177653.5931525,35839,0.8672000169754028
1713177772.5018811,36351,0.8672000169754028
1713177891.7338147,36863,0.8689000010490417
1713178010.8159206,37375,0.8691999912261963
1713178130.0907617,37887,0.8691999912261963
1713178249.0286186,38399,0.8691999912261963
1713178368.3896859,38911,0.8691999912261963
1713178487.29504,39423,0.8691999912261963
1713178606.5731416,39935,0.8695999979972839
1713178725.617537,40447,0.8695999979972839
1713178846.9026015,40959,0.8702999949455261
1713178966.0832229,41471,0.8729000091552734
1713179085.6874661,41983,0.8751000165939331
1713179204.774975,42495,0.8762000203132629
1713179324.2720363,43007,0.876800000667572
1713179443.513942,43519,0.8777999877929688
1713179562.6211326,44031,0.8777999877929688
1713179681.621375,44543,0.8783000111579895
