Wall time,Step,Value
1713169826.1011903,511,0.2650894522666931
1713169937.165114,1023,0.43193933367729187
1713170049.8787236,1535,0.5586556792259216
1713170160.774403,2047,0.6517439484596252
1713170271.251002,2559,0.7204883098602295
1713170383.0674903,3071,0.7703308463096619
1713170493.635413,3583,0.8072625994682312
1713170603.8337972,4095,0.8353248238563538
1713170714.3664174,4607,0.8547984957695007
1713170824.7810016,5119,0.8699145913124084
1713170936.1678174,5631,0.8808736801147461
1713171047.7904112,6143,0.8899481892585754
1713171158.2689419,6655,0.8960292339324951
1713171268.5432458,7167,0.9008806943893433
1713171379.115101,7679,0.9053411483764648
1713171489.9604616,8191,0.908499002456665
1713171618.0305455,8703,0.9107043147087097
1713171729.1356363,9215,0.9132540822029114
1713171842.214746,9727,0.915494978427887
1713171957.9249935,10239,0.9171823263168335
1713172075.182683,10751,0.9179148077964783
1713172186.5385838,11263,0.9192513227462769
1713172297.6632435,11775,0.9208291172981262
1713172408.3274899,12287,0.9222924113273621
1713172519.0348227,12799,0.9237834215164185
1713172629.9478433,13311,0.924700915813446
1713172740.7734582,13823,0.9255586266517639
1713172851.488237,14335,0.9264281392097473
1713172962.3769078,14847,0.9271079897880554
1713173073.1923342,15359,0.9288536310195923
1713173184.1190083,15871,0.9302635788917542
1713173294.693301,16383,0.9317699670791626
1713173408.9637563,16895,0.9314785003662109
1713173520.072661,17407,0.9321622848510742
1713173631.1605513,17919,0.9328681826591492
1713173741.7394726,18431,0.9328420162200928
1713173852.6836445,18943,0.9349288940429688
1713173963.4970033,19455,0.935827910900116
1713174074.252007,19967,0.9371479749679565
1713174184.7639046,20479,0.9385684728622437
1713174295.5735598,20991,0.9384047985076904
1713174406.5470252,21503,0.9386543035507202
1713174517.2290256,22015,0.9384129643440247
1713174628.109832,22527,0.9398694634437561
1713174739.2331462,23039,0.9413665533065796
1713174849.66666,23551,0.9415231347084045
1713174960.4211245,24063,0.9436964392662048
1713175071.2977746,24575,0.9430837631225586
1713175181.8146205,25087,0.9442514777183533
1713175292.2912948,25599,0.9456767439842224
1713175403.7064989,26111,0.9463152289390564
1713175515.9480712,26623,0.947736918926239
1713175627.640094,27135,0.9476149678230286
1713175745.6093545,27647,0.9469267725944519
1713175864.6506774,28159,0.9496426582336426
1713175984.6848643,28671,0.9494763016700745
1713176104.0164874,29183,0.9495753645896912
1713176223.3332732,29695,0.950310468673706
1713176342.4154978,30207,0.9517635107040405
1713176461.4284189,30719,0.9519188404083252
1713176580.8225093,31231,0.9522789716720581
1713176700.2266533,31743,0.9532666802406311
1713176819.15248,32255,0.9531847834587097
1713176938.4719563,32767,0.953656792640686
1713177057.557788,33279,0.9554904103279114
1713177176.8717046,33791,0.9568856954574585
1713177295.8688865,34303,0.9565896391868591
1713177415.1912034,34815,0.9559999704360962
1713177534.2064106,35327,0.9573391675949097
1713177653.5931525,35839,0.9591733813285828
1713177772.491813,36351,0.9593095183372498
1713177891.7338147,36863,0.9618757367134094
1713178010.8159206,37375,0.9611624479293823
1713178130.0907617,37887,0.961887001991272
1713178249.0286186,38399,0.9620746374130249
1713178368.386175,38911,0.9639057517051697
1713178487.29504,39423,0.965604841709137
1713178606.5631535,39935,0.9649336338043213
1713178725.607545,40447,0.9658333659172058
1713178846.9026015,40959,0.9674699306488037
1713178966.0832229,41471,0.9691371321678162
1713179085.6774576,41983,0.9682998061180115
1713179204.774975,42495,0.9698169827461243
1713179324.262036,43007,0.9712053537368774
1713179443.4839337,43519,0.9713869094848633
1713179562.6211326,44031,0.9723888635635376
1713179681.6113634,44543,0.9737423658370972
